year,poverty_rate,state
1996,11.3,Colorado
1996,19.3,Florida
1996,14,Virginia
1996,15.3,Montana
1996,16.4,Arkansas
1996,17.5,West Virginia
1996,15.8,New Jersey
1996,23.2,Hawaii
1996,11.6,Missouri
1996,14.6,North Carolina
1996,20.4,Louisiana
1997,14.1,South Carolina
1997,12.2,Maryland
1997,23.9,California
1997,9.1,Utah
1997,14.9,Kentucky
1997,11,North Dakota
1997,11,Nebraska
1997,14.3,Tennessee
1997,12.1,Maine
1997,16.1,West Virginia
1997,15.4,Georgia
1997,10,Minnesota
1997,15.1,New Jersey
1997,10.9,Missouri
1997,13.58,National
1997,12.7,Connecticut
1997,23.4,New Mexico
1997,14.6,Illinois
1997,12.1,Delaware
1997,27.57,Arizona
1997,14.9,Nevada
1997,22.5,New York
1997,11.9,Ohio
1997,14.5,Idaho
1997,14.1,North Carolina
1997,9.6,Wisconsin
1997,11.6,Vermont
1997,15.3,Oregon
1997,17.3,Mississippi
1997,13.2,Pennsylvania
1997,24.1,Hawaii
1997,10.7,Alaska
1997,11.9,Washington
1997,14,Oklahoma
1997,15.9,Alabama
1997,11.1,Colorado
1997,12.6,Michigan
1997,18.7,Florida
1997,10.4,New Hampshire
1997,15.6,Montana
1997,13,Virginia
1997,12.7,South Dakota
1997,16.4,Massachusetts
1997,14.6,Rhode Island
1997,11.3,Wyoming
1997,18.9,Louisiana
1997,15.7,Arkansas
1997,9.9,Iowa
1997,8.6,Indiana
1997,11.4,Kansas
1997,18.2,Texas
1998,13.8,Nevada
1998,12,Michigan
1998,11.7,Ohio
1998,14.4,North Carolina
1998,9.2,Utah
1998,14,Illinois
1998,12.5,Connecticut
1998,10.7,Nebraska
1998,10.9,Kansas
1998,21.9,New York
1998,15.8,Montana
1998,17.5,Florida
1998,17.8,Texas
1998,15.8,Massachusetts
1998,15.1,West Virginia
1998,10.7,Wyoming
1998,12,Washington
1998,9.6,New Hampshire
1998,15.9,Mississippi
1998,15.1,Oregon
1998,23.3,Hawaii
1998,10.7,Alaska
1998,12.1,Maine
1998,12.3,Virginia
1998,11.5,Colorado
1998,13.8,Tennessee
1998,10.8,North Dakota
1998,21.7,New Mexico
1998,14.2,Idaho
1998,11.8,South Dakota
1998,14.2,Kentucky
1998,9.1,Iowa
1998,14.1,Rhode Island
1998,13.5,Oklahoma
1998,22.5,California
1998,15.6,Georgia
1998,12.5,Pennsylvania
1998,11.9,Delaware
1998,18.2,Louisiana
1998,26.31,Arizona
1998,14.6,Alabama
1998,12.9,South Carolina
1998,9.3,Minnesota
1998,10.4,Missouri
1998,14.6,New Jersey
1998,11.4,Maryland
1998,10.9,Vermont
1998,8.4,Indiana
1998,15.8,Arkansas
1998,9.3,Wisconsin
1998,13.02,National
1999,14.4,West Virginia
1999,13.3,Oklahoma
1999,13.6,Idaho
1999,13.7,Kentucky
1999,17.7,Texas
1999,8.8,Indiana
1999,11.8,Maine
1999,11.1,Ohio
1999,10.3,Wyoming
1999,22.5,Hawaii
1999,10.5,Missouri
1999,21.1,California
1999,11.4,Virginia
1999,14.4,Alabama
1999,12.9,Nevada
1999,10.8,Nebraska
1999,15.4,Montana
1999,14.4,New Jersey
1999,11.2,Colorado
1999,15.7,Arkansas
1999,17.2,Louisiana
1999,11.3,North Dakota
1999,9.1,New Hampshire
1999,10.5,Maryland
1999,15.6,Georgia
1999,8.6,Iowa
1999,12,Pennsylvania
1999,14.2,North Carolina
1999,10.6,Kansas
1999,8.7,Minnesota
1999,11.5,Connecticut
1999,11.1,Delaware
1999,24.57,Arizona
1999,11.8,Washington
1999,17,Florida
1999,8.7,Wisconsin
1999,12.4,National
1999,9.8,Utah
1999,21.6,New York
1999,13.9,Tennessee
1999,19.9,New Mexico
1999,10.8,Alaska
1999,10.4,Vermont
1999,11.2,South Dakota
1999,15,Oregon
1999,15.7,Mississippi
1999,13.6,Illinois
1999,15.3,Massachusetts
1999,11.6,Michigan
1999,13.3,Rhode Island
1999,13.4,South Carolina
2000,11,North Dakota
2000,8.3,Minnesota
2000,11.8,Maine
2000,10.7,Vermont
2000,15.5,Arkansas
2000,10.6,Alaska
2000,13.5,South Carolina
2000,8.5,Wisconsin
2000,17.1,Louisiana
2000,11.9,Washington
2000,11.3,Connecticut
2000,13,Idaho
2000,10.7,Virginia
2000,23.73,Arizona
2000,8.6,Iowa
2000,20.5,Hawaii
2000,10.2,Missouri
2000,14.3,West Virginia
2000,11.9,Michigan
2000,19.9,California
2000,20.9,New York
2000,13.4,Oklahoma
2000,13.7,Tennessee
2000,12.3,Rhode Island
2000,12.8,Nevada
2000,11.2,Delaware
2000,10.2,South Dakota
2000,11.6,Pennsylvania
2000,15,Montana
2000,9.4,Wyoming
2000,14.7,North Carolina
2000,8.4,New Hampshire
2000,16,Mississippi
2000,10.6,Maryland
2000,11.1,Ohio
2000,19.1,New Mexico
2000,14.2,Alabama
2000,10.1,Utah
2000,14.9,Georgia
2000,9.1,Indiana
2000,14,New Jersey
2000,10.7,Kansas
2000,17.3,Texas
2000,12.39,National
2000,13.3,Kentucky
2000,10.7,Nebraska
2000,15,Massachusetts
2000,13.7,Illinois
2000,12,Colorado
2000,14.6,Oregon
2000,16.3,Florida
2001,15,North Carolina
2001,12.3,Idaho
2001,7.7,New Hampshire
2001,13.9,Illinois
2001,18.6,New Mexico
2001,10.7,Alaska
2001,18.4,Hawaii
2001,14.6,Alabama
2001,8.6,Wisconsin
2001,10.6,Vermont
2001,11.1,Connecticut
2001,12.8,Washington
2001,12.6,Colorado
2001,7.8,Minnesota
2001,11,Kansas
2001,16,Florida
2001,15.4,Montana
2001,9.1,Wyoming
2001,16.8,Louisiana
2001,20.3,New York
2001,10.6,Delaware
2001,23.69,Arizona
2001,13.7,Tennessee
2001,16,Arkansas
2001,10.2,South Dakota
2001,10.7,Virginia
2001,15.7,Mississippi
2001,12.1,Maine
2001,10.5,Utah
2001,11,Maryland
2001,14.5,West Virginia
2001,13.7,New Jersey
2001,10.3,Missouri
2001,11.1,Ohio
2001,10.5,North Dakota
2001,10.2,Nebraska
2001,13.23,National
2001,12.9,Nevada
2001,13.8,Oregon
2001,9.4,Indiana
2001,17.7,Texas
2001,13.5,Oklahoma
2001,13.4,Kentucky
2001,19.2,California
2001,8.5,Iowa
2001,14.6,Georgia
2001,11.5,Pennsylvania
2001,11.7,Rhode Island
2001,11.9,Michigan
2001,15.2,Massachusetts
2001,13.5,South Carolina
2002,11.2,Virginia
2002,11,Ohio
2002,10.1,North Dakota
2002,9,Wyoming
2002,16.1,Mississippi
2002,13,Washington
2002,10.2,Kansas
2002,14.6,West Virginia
2002,13.57,National
2002,10.1,Missouri
2002,11,Idaho
2002,14.9,Montana
2002,15.6,Hawaii
2002,11.6,Pennsylvania
2002,9.8,Nebraska
2002,19,California
2002,9,Iowa
2002,23.72,Arizona
2002,11.5,Maryland
2002,15.2,North Carolina
2002,15.1,Georgia
2002,12.8,Colorado
2002,13.3,New Jersey
2002,14.4,Illinois
2002,11,Utah
2002,12.9,Oklahoma
2002,13.6,Oregon
2002,7.6,Minnesota
2002,11,Alaska
2002,10.3,Indiana
2002,12.1,Rhode Island
2002,10.3,Vermont
2002,19.7,New York
2002,12.1,Maine
2002,15.8,Arkansas
2002,16.4,Louisiana
2002,13.9,South Carolina
2002,8.9,Wisconsin
2002,11.1,Connecticut
2002,12.6,Michigan
2002,14.6,Alabama
2002,7.3,New Hampshire
2002,17.7,New Mexico
2002,14.8,Massachusetts
2002,15.4,Florida
2002,14.4,Tennessee
2002,13.8,Kentucky
2002,11.2,South Dakota
2002,13,Nevada
2002,10.2,Delaware
2002,18,Texas
2003,14.3,Hawaii
2003,8.9,Wyoming
2003,14.9,West Virginia
2003,14.5,Illinois
2003,12.9,Colorado
2003,11.2,Virginia
2003,10.2,North Dakota
2003,11.2,Ohio
2003,15.3,Arkansas
2003,9.7,Vermont
2003,7.9,Minnesota
2003,13.6,Nevada
2003,16.4,Louisiana
2003,17.3,New Mexico
2003,10.7,Indiana
2003,12.6,Washington
2003,15.2,Florida
2003,14.2,South Carolina
2003,11.2,South Dakota
2003,10.7,Alaska
2003,10,Delaware
2003,9.2,Wisconsin
2003,10.2,Missouri
2003,14.3,Montana
2003,14.5,Tennessee
2003,9.9,Nebraska
2003,11.8,Maine
2003,13.1,New Jersey
2003,13.2,Oklahoma
2003,10,Idaho
2003,14.1,Kentucky
2003,7.8,New Hampshire
2003,14.9,Massachusetts
2003,15,Georgia
2003,14.8,Alabama
2003,13.1,Michigan
2003,16.9,Mississippi
2003,17.9,Texas
2003,11.2,Connecticut
2003,19.6,New York
2003,11.8,Pennsylvania
2003,11.3,Utah
2003,13.5,Oregon
2003,13.8,National
2003,10.7,Kansas
2003,11.8,Maryland
2003,15.1,North Carolina
2003,12.3,Rhode Island
2003,9.2,Iowa
2003,19.2,California
2003,24.33,Arizona
2004,12.7,New Jersey
2004,14.3,Montana
2004,8.9,Wyoming
2004,13.3,South Carolina
2004,11,Alaska
2004,14.8,West Virginia
2004,11.1,Indiana
2004,14.9,Illinois
2004,10,Nebraska
2004,11.5,Ohio
2004,14.8,Alabama
2004,16.9,New Mexico
2004,9.1,Vermont
2004,14.9,North Carolina
2004,13.7,Nevada
2004,19.7,California
2004,24.7,Arizona
2004,10.8,Delaware
2004,9.6,Idaho
2004,19,New York
2004,9.4,Wisconsin
2004,12.5,Rhode Island
2004,13.5,Michigan
2004,8.1,Minnesota
2004,16.7,Mississippi
2004,14.5,Georgia
2004,14.9,Arkansas
2004,14.2,Kentucky
2004,7.6,New Hampshire
2004,11.5,Virginia
2004,14.1,Tennessee
2004,13.7,Hawaii
2004,15.6,Massachusetts
2004,11.8,Washington
2004,11.7,Pennsylvania
2004,10.4,Missouri
2004,10.7,Kansas
2004,11.1,Maine
2004,12.7,Colorado
2004,11.5,Connecticut
2004,12,Maryland
2004,11,Utah
2004,16.6,Louisiana
2004,17.9,Texas
2004,13.7,National
2004,12.9,Oklahoma
2004,11.2,South Dakota
2004,14.8,Florida
2004,13.2,Oregon
2004,9.8,North Dakota
2004,9.5,Iowa
2005,14.6,Georgia
2005,12.7,Rhode Island
2005,13,Michigan
2005,14.1,Tennessee
2005,17.2,Mississippi
2005,15.2,Kentucky
2005,16,Massachusetts
2005,7.7,New Hampshire
2005,20.4,California
2005,13.2,Oregon
2005,11.5,Pennsylvania
2005,11.7,Connecticut
2005,9.2,Idaho
2005,17.6,Texas
2005,12.7,Oklahoma
2005,13.4,South Carolina
2005,10.7,Alaska
2005,11.9,Indiana
2005,10.1,Maine
2005,11.5,Washington
2005,10.5,Missouri
2005,9.6,Nebraska
2005,15.9,New Mexico
2005,9.1,Iowa
2005,10.7,South Dakota
2005,9.6,North Dakota
2005,12.2,Maryland
2005,11.7,Ohio
2005,11,Delaware
2005,14.4,Illinois
2005,13.9,West Virginia
2005,12.8,New Jersey
2005,9,Vermont
2005,11,Utah
2005,8.4,Minnesota
2005,24.57,Arizona
2005,13.3,Nevada
2005,9.6,Wisconsin
2005,19.2,New York
2005,13.5,Montana
2005,11.3,Virginia
2005,12.6,Colorado
2005,13.67,National
2005,16.7,Louisiana
2005,14.9,North Carolina
2005,13.1,Arkansas
2005,14.6,Florida
2005,10.5,Kansas
2005,12.9,Hawaii
2005,14.7,Alabama
2005,9.2,Wyoming
2006,12.5,Montana
2006,16.9,Texas
2006,10.6,Kansas
2006,14.8,Florida
2006,13,Oregon
2006,12.6,Arkansas
2006,12.4,Colorado
2006,13.3,Hawaii
2006,14.1,North Carolina
2006,14.5,Georgia
2006,10.2,Utah
2006,13.1,New Jersey
2006,13.9,Alabama
2006,17.6,Mississippi
2006,24.68,Arizona
2006,15.4,Kentucky
2006,19.3,New York
2006,9,Wyoming
2006,7.6,New Hampshire
2006,12.2,Maryland
2006,12.3,Indiana
2006,15.8,New Mexico
2006,9.2,Nebraska
2006,11.2,Pennsylvania
2006,10.1,South Dakota
2006,11.9,Ohio
2006,8.6,Minnesota
2006,9.5,North Dakota
2006,9.5,Idaho
2006,8.7,Iowa
2006,10.2,Missouri
2006,12.6,Oklahoma
2006,10.5,Washington
2006,9.2,Wisconsin
2006,21.1,California
2006,11.6,Delaware
2006,17.1,Louisiana
2006,9.7,Maine
2006,15.6,Massachusetts
2006,13.1,West Virginia
2006,13,Michigan
2006,13.9,South Carolina
2006,12.6,Nevada
2006,14.2,Tennessee
2006,11.5,Virginia
2006,13.79,National
2006,14.1,Illinois
2006,9.1,Vermont
2006,11.7,Connecticut
2006,10.3,Alaska
2006,13.5,Rhode Island
2007,10.5,Kansas
2007,14.7,Kentucky
2007,17.3,Mississippi
2007,12.1,Delaware
2007,13.8,Tennessee
2007,15.7,New Mexico
2007,14,North Carolina
2007,16.3,Louisiana
2007,11.5,Connecticut
2007,11.6,Montana
2007,10.1,Idaho
2007,14.1,Alabama
2007,13.7,South Carolina
2007,13,Arkansas
2007,12.7,Oregon
2007,15.9,Florida
2007,18.8,New York
2007,12.9,Colorado
2007,12.7,Indiana
2007,8.2,Iowa
2007,15.2,Massachusetts
2007,10.4,Alaska
2007,12.8,Oklahoma
2007,26.74,Arizona
2007,13.8,Illinois
2007,9.2,Wisconsin
2007,9.5,North Dakota
2007,14.8,Hawaii
2007,10.9,Pennsylvania
2007,8.9,Wyoming
2007,10,South Dakota
2007,9,Vermont
2007,11.4,Virginia
2007,8.1,New Hampshire
2007,12.4,Michigan
2007,10.2,Washington
2007,10.1,Utah
2007,9.1,Minnesota
2007,14.9,Georgia
2007,21.5,California
2007,16.5,Texas
2007,9.4,Maine
2007,12.4,West Virginia
2007,11.8,Ohio
2007,13.1,New Jersey
2007,14.43,National
2007,12.4,Maryland
2007,13.2,Rhode Island
2007,10.6,Missouri
2007,13.1,Nevada
2007,9.1,Nebraska
2008,9.1,Wisconsin
2008,12.5,Delaware
2008,18.4,New York
2008,11.4,Connecticut
2008,10.8,Pennsylvania
2008,12.4,Oklahoma
2008,13.8,North Carolina
2008,16.8,Louisiana
2008,9.2,Vermont
2008,28.08,Arizona
2008,11.6,Montana
2008,22,California
2008,14,Nevada
2008,13.4,New Jersey
2008,12,West Virginia
2008,11.9,Ohio
2008,11.5,Virginia
2008,14.7,Massachusetts
2008,14.5,Kentucky
2008,9.3,Minnesota
2008,10,Utah
2008,8.3,New Hampshire
2008,12.6,Maryland
2008,8.6,Wyoming
2008,15.5,Hawaii
2008,10.2,Kansas
2008,17.1,Florida
2008,13.1,Arkansas
2008,10.2,Washington
2008,15.4,Georgia
2008,14.77,National
2008,11.3,Missouri
2008,17.2,Mississippi
2008,9.4,Maine
2008,15.2,New Mexico
2008,8.9,Nebraska
2008,13.5,South Carolina
2008,12.7,Michigan
2008,14.1,Tennessee
2008,13.1,Indiana
2008,9.8,South Dakota
2008,10.7,Idaho
2008,12.8,Colorado
2008,14.1,Illinois
2008,12.9,Rhode Island
2008,7.7,Iowa
2008,10.9,Alaska
2008,16.1,Texas
2008,12.7,Oregon
2008,13.9,Alabama
2008,9.3,North Dakota
2009,15.11,National
2009,16.8,Louisiana
2009,13.7,North Carolina
2009,29.31,Arizona
2009,11.3,Connecticut
2009,17.7,Florida
2009,13.8,Massachusetts
2009,11.6,West Virginia
2009,12.6,Maryland
2009,14.1,Kentucky
2009,14.2,Tennessee
2009,9.4,Wisconsin
2009,14.8,South Carolina
2009,8.8,Nebraska
2009,11.1,Alaska
2009,9.8,South Dakota
2009,15.8,Nevada
2009,13.6,Alabama
2009,13.9,New Jersey
2009,9.8,Maine
2009,11.5,Missouri
2009,18.1,New York
2009,15.9,Texas
2009,10.7,Washington
2009,9.5,Vermont
2009,15.1,New Mexico
2009,10.4,Kansas
2009,8.8,New Hampshire
2009,16.2,Mississippi
2009,10.9,Pennsylvania
2009,12,Oklahoma
2009,11.2,Idaho
2009,22.5,California
2009,13,Rhode Island
2009,12.8,Oregon
2009,16.5,Georgia
2009,7.7,Iowa
2009,13.6,Indiana
2009,13.5,Arkansas
2009,12.6,Michigan
2009,8.9,North Dakota
2009,9.5,Minnesota
2009,9.9,Utah
2009,15.6,Hawaii
2009,8.8,Wyoming
2009,12,Virginia
2009,14,Illinois
2009,13.3,Colorado
2009,11.8,Ohio
2009,11.3,Montana
2009,12.9,Delaware
2010,13.4,Massachusetts
2010,14.8,Tennessee
2010,13.4,Colorado
2010,7.8,Iowa
2010,11.4,Alaska
2010,13.5,Alabama
2010,14.1,New Jersey
2010,12.3,Ohio
2010,11.6,Missouri
2010,11.3,Connecticut
2010,12,West Virginia
2010,12.8,Michigan
2010,9.8,Wisconsin
2010,10.9,Kansas
2010,11,Washington
2010,10.1,Maine
2010,10,Utah
2010,16.5,Hawaii
2010,13.3,Kentucky
2010,15,South Carolina
2010,16.1,Mississippi
2010,16.9,Louisiana
2010,16.2,New Mexico
2010,12.5,Virginia
2010,13.5,Indiana
2010,12.9,Oregon
2010,22.7,California
2010,9.2,New Hampshire
2010,10.2,South Dakota
2010,14.2,Illinois
2010,15.9,Texas
2010,9.5,Minnesota
2010,9.1,Nebraska
2010,13.2,Delaware
2010,17.7,New York
2010,15.91,National
2010,12.1,Oklahoma
2010,8.8,Wyoming
2010,11.3,Montana
2010,13.3,Rhode Island
2010,18.7,Florida
2010,30.87,Arizona
2010,11.5,Pennsylvania
2010,13.8,North Carolina
2010,9.3,Vermont
2010,11.5,Idaho
2010,15.3,Arkansas
2010,17.1,Georgia
2010,8.8,North Dakota
2010,17.2,Nevada
2010,12.9,Maryland
2011,12.2,Ohio
2011,11.9,Washington
2011,17.3,Hawaii
2011,8.3,Iowa
2011,9.1,North Dakota
2011,13.2,Michigan
2011,12.1,Alaska
2011,10.2,Minnesota
2011,17.8,Georgia
2011,14.6,Illinois
2011,11.5,Montana
2011,11.9,Pennsylvania
2011,13.5,Massachusetts
2011,14.7,North Carolina
2011,13.4,Indiana
2011,17.2,New York
2011,13.3,Maryland
2011,15.7,New Mexico
2011,15.8,Texas
2011,9.3,Vermont
2011,17,Louisiana
2011,11.1,Kansas
2011,15.3,Arkansas
2011,10.3,Maine
2011,10.5,Wisconsin
2011,13.3,Delaware
2011,19.2,Florida
2011,32.62,Arizona
2011,12.3,West Virginia
2011,9.7,Nebraska
2011,11.4,Idaho
2011,13.3,Colorado
2011,15.2,South Carolina
2011,22.7,California
2011,13.1,Rhode Island
2011,13.9,Oregon
2011,12.3,Oklahoma
2011,18.9,Nevada
2011,16.07,National
2011,12.3,Missouri
2011,15.5,Tennessee
2011,14,Alabama
2011,14.6,New Jersey
2011,10.1,South Dakota
2011,10.1,New Hampshire
2011,9.1,Wyoming
2011,13.5,Kentucky
2011,10.4,Utah
2011,11.6,Connecticut
2011,12.9,Virginia
2011,16,Mississippi
2012,17.6,New York
2012,9.4,Vermont
2012,13.1,West Virginia
2012,8.7,Iowa
2012,16.1,Tennessee
2012,10,Nebraska
2012,15.99,National
2012,15.7,South Carolina
2012,13.5,Virginia
2012,11.8,Missouri
2012,18.7,Louisiana
2012,13.2,Colorado
2012,14.7,North Carolina
2012,10.2,South Dakota
2012,13.4,Rhode Island
2012,12.3,Washington
2012,11.8,Connecticut
2012,13.5,Michigan
2012,22.9,California
2012,14.1,Massachusetts
2012,12.6,Ohio
2012,11.2,Idaho
2012,11.9,Montana
2012,14,Oregon
2012,10.9,Wisconsin
2012,14.9,Illinois
2012,19.6,Nevada
2012,19.6,Florida
2012,12.9,Alaska
2012,9.6,Minnesota
2012,15.6,New Jersey
2012,13.5,Indiana
2012,10.5,Utah
2012,13,Oklahoma
2012,11,Kansas
2012,9.4,North Dakota
2012,10.2,New Hampshire
2012,15.7,Arkansas
2012,17.4,Georgia
2012,14.3,Kentucky
2012,13.9,Alabama
2012,12.1,Pennsylvania
2012,9.4,Wyoming
2012,32.21,Arizona
2012,15.8,Texas
2012,16.5,Mississippi
2012,13.6,Maryland
2012,11.1,Maine
2012,12.9,Delaware
2012,16,New Mexico
2012,16.9,Hawaii
2013,14.3,Alabama
2013,11.4,Kansas
2013,9.7,Minnesota
2013,19.9,Nevada
2013,9.4,Vermont
2013,15.7,South Carolina
2013,11.4,Wisconsin
2013,12.9,Colorado
2013,13.7,West Virginia
2013,10.4,South Dakota
2013,15.8,Texas
2013,14.2,Oregon
2013,19.9,Florida
2013,13.2,Alaska
2013,33.12,Arizona
2013,12.5,Pennsylvania
2013,16.2,Arkansas
2013,15.54,National
2013,13.3,Indiana
2013,9.7,North Dakota
2013,16.8,Georgia
2013,12.6,Delaware
2013,10.4,Nebraska
2013,9.7,Wyoming
2013,18,New York
2013,14.2,Maryland
2013,13.5,Michigan
2013,16,North Carolina
2013,11.4,Missouri
2013,12.8,Washington
2013,10.4,New Hampshire
2013,13.9,Virginia
2013,15.4,Kentucky
2013,9,Iowa
2013,16.2,New Jersey
2013,17.3,Hawaii
2013,17,Tennessee
2013,11.4,Maine
2013,10.6,Utah
2013,13.1,Oklahoma
2013,12,Connecticut
2013,17.3,Mississippi
2013,15,Illinois
2013,19.1,Louisiana
2013,16.6,New Mexico
2013,22.9,California
2013,12.7,Ohio
2013,10.7,Idaho
2013,11.6,Montana
2013,14.9,Massachusetts
2013,14.2,Rhode Island
2014,11.1,Kansas
2014,19.8,Louisiana
2014,17,Hawaii
2014,11.9,Maine
2014,11.8,Pennsylvania
2014,13.1,Oklahoma
2014,15.6,Texas
2014,15.2,Illinois
2014,14.5,Maryland
2014,15.2,Massachusetts
2014,14,Rhode Island
2014,15.9,New Mexico
2014,12.3,Ohio
2014,12,Montana
2014,16.1,North Carolina
2014,17.7,New York
2014,11.4,Wisconsin
2014,12.6,Colorado
2014,14,West Virginia
2014,10.6,Nebraska
2014,15.9,South Carolina
2014,14.8,Oregon
2014,22.7,California
2014,16.7,Georgia
2014,10.5,Idaho
2014,11.7,Connecticut
2014,13.3,Washington
2014,15.25,National
2014,10.2,South Dakota
2014,10,Minnesota
2014,14,Michigan
2014,14.3,Alaska
2014,10.1,North Dakota
2014,14.9,Arkansas
2014,12,Delaware
2014,33.59,Arizona
2014,9.8,Utah
2014,9.7,Wyoming
2014,20,Florida
2014,16.9,Mississippi
2014,13,Indiana
2014,8.8,Vermont
2014,16.7,New Jersey
2014,14.7,Alabama
2014,9.3,Iowa
2014,20.5,Nevada
2014,11.3,Missouri
2014,14.1,Virginia
2014,16.2,Kentucky
2014,10.8,New Hampshire
2014,17,Tennessee
2015,14.33,National
2016,13.94,National
2017,13.91,National
2018,12.73,National
2019,15.6,Alabama
2019,10.2,Alaska
2019,13.5,Arizona
2019,16,Arkansas
2019,11.8,California
2019,9.4,Colorado
2019,9.9,Connecticut
2019,11.2,Delaware
2019,14.1,District of Columbia
2019,12.7,Florida
2019,13.5,Georgia
2019,9,Hawaii
2019,11,Idaho
2019,11.4,Illinois
2019,11.9,Indiana
2019,11,Iowa
2019,11.3,Kansas
2019,16,Kentucky
2019,18.8,Louisiana
2019,10.9,Maine
2019,9.1,Maryland
2019,9.5,Massachusetts
2019,12.9,Michigan
2019,8.9,Minnesota
2019,19.5,Mississippi
2019,12.9,Missouri
2019,12.6,Montana
2019,12.3,National
2019,9.9,Nebraska
2019,12.7,Nevada
2019,7.5,New Hampshire
2019,9.1,New Jersey
2019,17.5,New Mexico
2019,13.1,New York
2019,13.6,North Carolina
2019,10.5,North Dakota
2019,13,Ohio
2019,15.1,Oklahoma
2019,11.5,Oregon
2019,12,Pennsylvania
2019,11.6,Rhode Island
2019,13.9,South Carolina
2019,11.9,South Dakota
2019,13.8,Tennessee
2019,13.6,Texas
2019,8.8,Utah
2019,10.1,Vermont
2019,9.9,Virginia
2019,9.8,Washington
2019,16.2,West Virginia
2019,10.4,Wisconsin
2019,9.9,Wyoming
